"unitid","institution name","year","C2024_A.First or Second Major","C2024_A.CIP Code -  2020 Classification","CipTitle","C2024_A.Award Level code","C2024_A.Grand total","IDX_C"
"228723","Texas A & M University-College Station","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","12","-2"
"228723","Texas A & M University-College Station","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","6","-2"
"228769","The University of Texas at Arlington","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","41","-2"
"228769","The University of Texas at Arlington","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","11","-2"
"228769","The University of Texas at Arlington","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Doctor's degree - research/scholarship","4","-2"
"228769","The University of Texas at Arlington","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","8","-2"
"228778","The University of Texas at Austin","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","75","-2"
"228778","The University of Texas at Austin","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","11","-2"
"228778","The University of Texas at Austin","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Doctor's degree - research/scholarship","30","-2"
"228778","The University of Texas at Austin","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","23","-2"
"228787","The University of Texas at Dallas","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","40","-2"
"228787","The University of Texas at Dallas","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","10","-2"
"228787","The University of Texas at Dallas","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Doctor's degree - research/scholarship","11","-2"
"228796","The University of Texas at El Paso","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","28","-2"
"228796","The University of Texas at El Paso","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","10","-2"
"228796","The University of Texas at El Paso","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","6","-2"
"228796","The University of Texas at El Paso","2024","First major","'16.0905'","Spanish Language and Literature","Master's degree","2","-2"
"228796","The University of Texas at El Paso","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","3","-2"
"228802","The University of Texas at Tyler","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","6","-2"
"228802","The University of Texas at Tyler","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","6","-2"
"228875","Texas Christian University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","15","-2"
"228875","Texas Christian University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","12","-2"
"228875","Texas Christian University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","10","-2"
"228875","Texas Christian University","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","7","-2"
"228981","Texas Lutheran University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","4","-2"
"228981","Texas Lutheran University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","4","-2"
"229018","The University of Texas Permian Basin","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","4","-2"
"229018","The University of Texas Permian Basin","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","16","-2"
"229018","The University of Texas Permian Basin","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","4","-2"
"229018","The University of Texas Permian Basin","2024","First major","'16.0905'","Spanish Language and Literature","Master's degree","16","-2"
"229027","The University of Texas at San Antonio","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","38","-2"
"229027","The University of Texas at San Antonio","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","5","-2"
"229027","The University of Texas at San Antonio","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","10","-2"
"229027","The University of Texas at San Antonio","2024","First major","'16.0905'","Spanish Language and Literature","Master's degree","5","-2"
"229027","The University of Texas at San Antonio","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"229115","Texas Tech University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","36","-2"
"229115","Texas Tech University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","19","-2"
"229115","Texas Tech University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Doctor's degree - research/scholarship","4","-2"
"229115","Texas Tech University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","20","-2"
"229115","Texas Tech University","2024","First major","'16.0905'","Spanish Language and Literature","Doctor's degree - research/scholarship","4","-2"
"229115","Texas Tech University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","13","-2"
"229115","Texas Tech University","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","8","-2"
"229160","Texas Wesleyan University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","3","-2"
"229160","Texas Wesleyan University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","3","-2"
"229267","Trinity University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","6","-2"
"229267","Trinity University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"229267","Trinity University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","16","-2"
"229267","Trinity University","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","8","-2"
"229780","Wayland Baptist University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","0","-2"
"229780","Wayland Baptist University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"229780","Wayland Baptist University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"229780","Wayland Baptist University","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"229814","West Texas A & M University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"229814","West Texas A & M University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"230038","Brigham Young University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","189","-2"
"230038","Brigham Young University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","25","-2"
"230038","Brigham Young University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","33","-2"
"230038","Brigham Young University","2024","First major","'16.0905'","Spanish Language and Literature","Master's degree","4","-2"
"230038","Brigham Young University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","90","-2"
"230038","Brigham Young University","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","50","-2"
"230171","Utah Tech University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","7","-2"
"230171","Utah Tech University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","4","-2"
"230603","Southern Utah University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","4","-2"
"230603","Southern Utah University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","4","-2"
"230603","Southern Utah University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","8","-2"
"230603","Southern Utah University","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","4","-2"
"230728","Utah State University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","24","-2"
"230728","Utah State University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","12","-2"
"230737","Utah Valley University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","48","-2"
"230737","Utah Valley University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","25","-2"
"230764","University of Utah","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","77","-2"
"230764","University of Utah","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","15","-2"
"230764","University of Utah","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Doctor's degree - research/scholarship","1","-2"
"230764","University of Utah","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","24","-2"
"230782","Weber State University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","26","-2"
"230782","Weber State University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","18","-2"
"230816","Bennington College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","6","-2"
"230816","Bennington College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"230816","Bennington College","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","8","-2"
"230816","Bennington College","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"230959","Middlebury College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","27","-2"
"230959","Middlebury College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","82","-2"
"230959","Middlebury College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Doctor's degree - research/scholarship","3","-2"
"230959","Middlebury College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","5","-2"
"230959","Middlebury College","2024","First major","'16.0905'","Spanish Language and Literature","Master's degree","24","-2"
"230959","Middlebury College","2024","First major","'16.0905'","Spanish Language and Literature","Doctor's degree - research/scholarship","0","-2"
"230959","Middlebury College","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","33","-2"
"230959","Middlebury College","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","17","-2"
"230995","Norwich University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","5","-2"
"230995","Norwich University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","5","-2"
"231059","Saint Michael's College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"231059","Saint Michael's College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"231059","Saint Michael's College","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","3","-2"
"231059","Saint Michael's College","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"231165","Vermont State University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","0","-2"
"231165","Vermont State University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"231174","University of Vermont","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","41","-2"
"231174","University of Vermont","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","4","-2"
"231174","University of Vermont","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","6","-2"
"231174","University of Vermont","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"231174","University of Vermont","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"231420","Averett University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"231581","Bridgewater College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"231581","Bridgewater College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"231581","Bridgewater College","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"231581","Bridgewater College","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"231624","William & Mary","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","48","-2"
"231624","William & Mary","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","3","-2"
"231624","William & Mary","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","47","-2"
"231624","William & Mary","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","13","-2"
"231712","Christopher Newport University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","11","-2"
"231712","Christopher Newport University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","4","-2"
"232025","Emory & Henry University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","0","-2"
"232025","Emory & Henry University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"232043","Eastern Mennonite University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","5","-2"
"232043","Eastern Mennonite University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","5","-2"
"232043","Eastern Mennonite University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"232043","Eastern Mennonite University","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"232089","Ferrum College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","0","-2"
"232089","Ferrum College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"232186","George Mason University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","21","-2"
"232186","George Mason University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","4","-2"
"232186","George Mason University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Doctor's degree - research/scholarship","4","-2"
"232186","George Mason University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"232256","Hampden-Sydney College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","3","-2"
"232256","Hampden-Sydney College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","3","-2"
"232256","Hampden-Sydney College","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"232265","Hampton University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","0","-2"
"232265","Hampton University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"232308","Hollins University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","3","-2"
"232308","Hollins University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"232308","Hollins University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","3","-2"
"232423","James Madison University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","14","-2"
"232423","James Madison University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","19","-2"
"232557","Liberty University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","20","-2"
"232557","Liberty University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","46","-2"
"232557","Liberty University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","11","-2"
"232566","Longwood University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","6","-2"
"232566","Longwood University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"232609","University of Lynchburg","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","0","-2"
"232609","University of Lynchburg","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"232609","University of Lynchburg","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"232609","University of Lynchburg","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"232681","University of Mary Washington","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","15","-2"
"232681","University of Mary Washington","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","8","-2"
"232982","Old Dominion University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","22","-2"
"232982","Old Dominion University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"233277","Radford University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"233295","Randolph-Macon College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","4","-2"
"233295","Randolph-Macon College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"233295","Randolph-Macon College","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","6","-2"
"233295","Randolph-Macon College","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"233301","Randolph College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","0","-2"
"233301","Randolph College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"233374","University of Richmond","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"233374","University of Richmond","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"233374","University of Richmond","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","13","-2"
"233374","University of Richmond","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","12","-2"
"233426","Roanoke College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"233426","Roanoke College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"233426","Roanoke College","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","8","-2"
"233426","Roanoke College","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","7","-2"
"233541","Shenandoah University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"233541","Shenandoah University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"233611","Southern Virginia University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","3","-2"
"233611","Southern Virginia University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","3","-2"
"233611","Southern Virginia University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"233611","Southern Virginia University","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"233921","Virginia Polytechnic Institute and State University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","60","-2"
"233921","Virginia Polytechnic Institute and State University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","8","-2"
"234030","Virginia Commonwealth University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","11","-2"
"234076","University of Virginia-Main Campus","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","61","-2"
"234076","University of Virginia-Main Campus","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","19","-2"
"234076","University of Virginia-Main Campus","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Doctor's degree - research/scholarship","13","-2"
"234076","University of Virginia-Main Campus","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","32","-2"
"234076","University of Virginia-Main Campus","2024","First major","'16.0905'","Spanish Language and Literature","Master's degree","4","-2"
"234076","University of Virginia-Main Campus","2024","First major","'16.0905'","Spanish Language and Literature","Doctor's degree - research/scholarship","4","-2"
"234076","University of Virginia-Main Campus","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","52","-2"
"234076","University of Virginia-Main Campus","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","30","-2"
"234085","Virginia Military Institute","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","9","-2"
"234085","Virginia Military Institute","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","7","-2"
"234173","Virginia Wesleyan University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","4","-2"
"234173","Virginia Wesleyan University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"234173","Virginia Wesleyan University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"234173","Virginia Wesleyan University","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"234207","Washington and Lee University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","15","-2"
"234207","Washington and Lee University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","3","-2"
"234207","Washington and Lee University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","33","-2"
"234207","Washington and Lee University","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","13","-2"
"234827","Central Washington University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","26","-2"
"234827","Central Washington University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","15","-2"
"234827","Central Washington University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","6","-2"
"234827","Central Washington University","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"235097","Eastern Washington University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","13","-2"
"235097","Eastern Washington University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","13","-2"
"235316","Gonzaga University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","7","-2"
"235316","Gonzaga University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","5","-2"
"235316","Gonzaga University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","13","-2"
"235316","Gonzaga University","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","11","-2"
"236230","Pacific Lutheran University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","5","-2"
"236230","Pacific Lutheran University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"236328","University of Puget Sound","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","18","-2"
"236328","University of Puget Sound","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","4","-2"
"236328","University of Puget Sound","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","11","-2"
"236328","University of Puget Sound","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"236577","Seattle Pacific University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","5","-2"
"236595","Seattle University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","3","-2"
"236595","Seattle University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"236595","Seattle University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","9","-2"
"236595","Seattle University","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","7","-2"
"236896","Walla Walla University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","4","-2"
"236896","Walla Walla University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","3","-2"
"236896","Walla Walla University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"236896","Walla Walla University","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"236939","Washington State University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","22","-2"
"236939","Washington State University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","0","-2"
"236939","Washington State University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","14","-2"
"236948","University of Washington-Seattle Campus","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","141","-2"
"236948","University of Washington-Seattle Campus","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","22","-2"
"236948","University of Washington-Seattle Campus","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Doctor's degree - research/scholarship","13","-2"
"236948","University of Washington-Seattle Campus","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","12","-2"
"236948","University of Washington-Seattle Campus","2024","First major","'16.0905'","Spanish Language and Literature","Master's degree","3","-2"
"236948","University of Washington-Seattle Campus","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","55","-2"
"236948","University of Washington-Seattle Campus","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","11","-2"
"237011","Western Washington University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","71","-2"
"237011","Western Washington University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","22","-2"
"237011","Western Washington University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","19","-2"
"237011","Western Washington University","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","11","-2"
"237057","Whitman College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","14","-2"
"237057","Whitman College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","0","-2"
"237057","Whitman College","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","8","-2"
"237066","Whitworth University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","10","-2"
"237066","Whitworth University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","10","-2"
"237066","Whitworth University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","3","-2"
"237066","Whitworth University","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","3","-2"
"237181","Bethany College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","1","-2"
"237181","Bethany College","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","1","-2"
"237367","Fairmont State University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"237367","Fairmont State University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"237367","Fairmont State University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"237367","Fairmont State University","2024","Second major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"237525","Marshall University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"237525","Marshall University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","0","-2"
"237525","Marshall University","2024","Second major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","5","-2"
"237792","Shepherd University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","2","-2"
"237792","Shepherd University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","2","-2"
"238032","West Virginia University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","16","-2"
"238032","West Virginia University","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Master's degree","26","-2"
"238032","West Virginia University","2024","First major","'16.0905'","Spanish Language and Literature","Bachelor's degree","10","-2"
"238193","Alverno College","2024","First major","'16'","Foreign Languages, Literatures, and Linguistics","Bachelor's degree","0","-2"
